name,vertex_index,vertex_part,vertex_part_index,distance,angle,shape_pt_lat,shape_pt_lon
FAST_Aerotropolis,"0","0","0",0.00000000000000,277.88004270254402,-33.9207225000,150.8287731000
FAST_Aerotropolis,"1","0","1",0.00089488718921,277.88030478696430,-33.9205998114,150.8278866630
FAST_Aerotropolis,"2","0","2",0.00221139729142,277.88082740271915,-33.9204193066,150.8265825860
FAST_Aerotropolis,"3","0","3",0.00309297251339,277.88124814869343,-33.9202984271,150.8257093374
FAST_Aerotropolis,"4","0","4",0.00356312639706,277.88627287626883,-33.9202339581,150.8252436246
FAST_Aerotropolis,"5","0","5",0.00423103154898,277.88445791464130,-33.9201422605,150.8245820440
FAST_Aerotropolis,"6","0","6",0.00566739527549,277.88780419633520,-33.9199453920,150.8231592357
FAST_Aerotropolis,"7","0","7",0.00608879152340,277.93221766042257,-33.9198874892,150.8227418366
FAST_Aerotropolis,"8","0","8",0.00699762216665,277.94881063426573,-33.9197615290,150.8218417770
FAST_Aerotropolis,"9","0","9",0.00815519874341,277.93127122644182,-33.9196018057,150.8206952728
FAST_Aerotropolis,"10","0","10",0.00915125030814,277.93175811158494,-33.9194643610,150.8197087497
FAST_Aerotropolis,"11","0","11",0.01010841462439,277.93218340728151,-33.9193322747,150.8187607430
FAST_Aerotropolis,"12","0","12",0.01078537241406,277.93264488049374,-33.9192388516,150.8180902626
FAST_Aerotropolis,"13","0","13",0.01236677450363,277.93329335134041,-33.9190205968,150.8165239940
FAST_Aerotropolis,"14","0","14",0.01399687094371,277.93406059274145,-33.9187956000,150.8149095000
FAST_Aerotropolis,"15","0","15",0.01562696069244,277.93482782931244,-33.9185705824,150.8132950157
FAST_Aerotropolis,"16","0","16",0.01720834350152,277.93547628960386,-33.9183522674,150.8117287749
FAST_Aerotropolis,"17","0","17",0.01788528918794,277.93593774654340,-33.9182588066,150.8110583120
FAST_Aerotropolis,"18","0","18",0.01884243245252,277.93636302396669,-33.9181266547,150.8101103356
FAST_Aerotropolis,"19","0","19",0.01983845721127,277.93676509772240,-33.9179891264,150.8091238513
FAST_Aerotropolis,"20","0","20",0.02028079807393,275.93849403667417,-33.9179280466,150.8086857478
FAST_Aerotropolis,"21","0","21",0.02041245705963,277.00626514509952,-33.9179190000,150.8085544000
FAST_Aerotropolis,"22","0","22",0.02064402616378,279.30343396562301,-33.9178785000,150.8083264000
FAST_Aerotropolis,"23","0","23",0.02087852275223,278.19770980802144,-33.9178437000,150.8080945000
FAST_Aerotropolis,"24","0","24",0.02158584921723,277.86117526258010,-33.9177469584,150.8073938205
FAST_Aerotropolis,"25","0","25",0.02210826160974,277.86146378188784,-33.9176755050,150.8068763177
FAST_Aerotropolis,"26","0","26",0.02279068814631,277.86180958510829,-33.9175821622,150.8062003051
FAST_Aerotropolis,"27","0","27",0.02382149506059,277.86218448125220,-33.9174411603,150.8051791874
FAST_Aerotropolis,"28","0","28",0.02424109002926,277.86250246133363,-33.9173837624,150.8047635368
FAST_Aerotropolis,"29","0","29",0.02505443118265,277.86284155542154,-33.9172724983,150.8039578420
FAST_Aerotropolis,"30","0","30",0.02586961023869,277.86316652628295,-33.9171609773,150.8031503273
FAST_Aerotropolis,"31","0","31",0.02616827384101,277.86341216754880,-33.9171201171,150.8028544719
FAST_Aerotropolis,"32","0","32",0.02682865400150,277.86370673877957,-33.9170297679,150.8022003015
FAST_Aerotropolis,"33","0","33",0.02769498319960,277.86409144751502,-33.9169112366,150.8013421193
FAST_Aerotropolis,"34","0","34",0.02854841404787,277.86451193430474,-33.9167944640,150.8004967150
FAST_Aerotropolis,"35","0","35",0.02952357635782,277.84021786071673,-33.9166610279,150.7995307252
FAST_Aerotropolis,"36","0","36",0.03069757967867,277.82984787103891,-33.9165013785,150.7983676277
FAST_Aerotropolis,"37","0","37",0.03433615220823,277.68736039872778,-33.9160048000,150.7947631000
FAST_Aerotropolis,"38","0","38",0.03534073101784,277.63326779959738,-33.9158731419,150.7937671860
FAST_Aerotropolis,"39","0","39",0.03609579409759,277.70267662234971,-33.9157715064,150.7930189945
FAST_Aerotropolis,"40","0","40",0.03725361190010,277.66980478323143,-33.9156169846,150.7918715342
FAST_Aerotropolis,"41","0","41",0.03778020263953,277.67005977520165,-33.9155467014,150.7913496549
FAST_Aerotropolis,"42","0","42",0.03824987109329,277.67029103913745,-33.9154840155,150.7908841885
FAST_Aerotropolis,"43","0","43",0.03920723498656,277.67071577606833,-33.9153562301,150.7899353911
FAST_Aerotropolis,"44","0","44",0.03988433396009,277.67117664501887,-33.9152658489,150.7892643514
FAST_Aerotropolis,"45","0","45",0.04064272415943,277.67144403774728,-33.9151646097,150.7885127489
FAST_Aerotropolis,"46","0","46",0.04146606596549,277.67182427595702,-33.9150546999,150.7876967761
FAST_Aerotropolis,"47","0","47",0.04207929951260,277.67220451415989,-33.9149728299,150.7870890322
FAST_Aerotropolis,"48","0","48",0.04242656678962,277.67220451324135,-33.9149264679,150.7867448736
FAST_Aerotropolis,"49","0","49",0.04254047927659,277.72451308467390,-33.9149112599,150.7866319809
FAST_Aerotropolis,"50","0","50",0.04265058948637,277.62654188572446,-33.9148963604,150.7865228834
FAST_Aerotropolis,"51","0","51",0.04270937937266,277.57423331327021,-33.9148887109,150.7864645933
FAST_Aerotropolis,"52","0","52",0.04275831716208,277.67220451110029,-33.9148821775,150.7864160936
FAST_Aerotropolis,"53","0","53",0.04280661299962,277.96332601179154,-33.9148757297,150.7863682301
FAST_Aerotropolis,"54","0","54",0.04284712089395,277.68837691115033,-33.9148699140,150.7863281419
FAST_Aerotropolis,"55","0","55",0.04289001136639,277.39725541190478,-33.9148645961,150.7862855823
FAST_Aerotropolis,"56","0","56",0.04292767763631,277.11195438084474,-33.9148595675,150.7862482532
