name,vertex_index,vertex_part,vertex_part_index,distance,angle,shape_pt_lat,shape_pt_lon
FAST_Aerotropolis,"0","0","0",0.00000000000000,193.05930945632977,-33.9179427000,150.8087855000
FAST_Aerotropolis,"1","0","1",0.00001991506898,201.17828832838001,-33.9179621000,150.8087810000
FAST_Aerotropolis,"2","0","2",0.00004055507861,216.77170942980382,-33.9179801000,150.8087709000
FAST_Aerotropolis,"3","0","3",0.00006205298552,231.05307250968156,-33.9179955000,150.8087559000
FAST_Aerotropolis,"4","0","4",0.00008460980267,244.28497368424888,-33.9180075000,150.8087368000
FAST_Aerotropolis,"5","0","5",0.00010791838478,256.61332850569443,-33.9180152000,150.8087148000
FAST_Aerotropolis,"6","0","6",0.00013172111571,268.30115994015063,-33.9180183000,150.8086912000
FAST_Aerotropolis,"7","0","7",0.00015558175277,280.79576320246827,-33.9180166000,150.8086674000
FAST_Aerotropolis,"8","0","8",0.00018483666688,295.34221053167721,-33.9180078000,150.8086395000
FAST_Aerotropolis,"9","0","9",0.00021279467106,312.00553765084004,-33.9179925000,150.8086161000
FAST_Aerotropolis,"10","0","10",0.00023923592672,330.44414433173051,-33.9179720000,150.8085994000
FAST_Aerotropolis,"11","0","11",0.00026444802699,350.60770005138590,-33.9179483000,150.8085908000
FAST_Aerotropolis,"12","0","12",0.00028915308720,319.13279013546008,-33.9179236000,150.8085913000
FAST_Aerotropolis,"13","0","13",0.00032633870270,278.58919145045763,-33.9179190000,150.8085544000
FAST_Aerotropolis,"14","0","14",0.00055790780685,279.30343396475752,-33.9178785000,150.8083264000
FAST_Aerotropolis,"15","0","15",0.00079240439530,278.19770982341566,-33.9178437000,150.8080945000
FAST_Aerotropolis,"16","0","16",0.00149973086035,277.86117527797427,-33.9177469584,150.8073938205
FAST_Aerotropolis,"17","0","17",0.00202214325287,277.86146378188784,-33.9176755050,150.8068763177
FAST_Aerotropolis,"18","0","18",0.00270456978944,277.86180958510829,-33.9175821622,150.8062003051
FAST_Aerotropolis,"19","0","19",0.00373537670371,277.86218448125220,-33.9174411603,150.8051791874
FAST_Aerotropolis,"20","0","20",0.00415497167238,277.86250246133363,-33.9173837624,150.8047635368
FAST_Aerotropolis,"21","0","21",0.00496831282578,277.86284155542154,-33.9172724983,150.8039578420
FAST_Aerotropolis,"22","0","22",0.00578349188182,277.86316652628295,-33.9171609773,150.8031503273
FAST_Aerotropolis,"23","0","23",0.00608215548414,277.86341216754880,-33.9171201171,150.8028544719
FAST_Aerotropolis,"24","0","24",0.00674253564462,277.86370673877957,-33.9170297679,150.8022003015
FAST_Aerotropolis,"25","0","25",0.00760886484272,277.86409144751502,-33.9169112366,150.8013421193
FAST_Aerotropolis,"26","0","26",0.00846229569100,277.86451193430474,-33.9167944640,150.8004967150
FAST_Aerotropolis,"27","0","27",0.00943745800094,277.84021786071673,-33.9166610279,150.7995307252
FAST_Aerotropolis,"28","0","28",0.01061146132180,277.82984787103891,-33.9165013785,150.7983676277
FAST_Aerotropolis,"29","0","29",0.01425003385136,291.79274416130824,-33.9160048000,150.7947631000
FAST_Aerotropolis,"30","0","30",0.01505895574746,305.74149965265394,-33.9155322851,150.7941065299
FAST_Aerotropolis,"31","0","31",0.01587694271359,291.30945651399202,-33.9150544749,150.7934426021
FAST_Aerotropolis,"32","0","32",0.01668532761954,276.87760404143796,-33.9149576745,150.7926400338
FAST_Aerotropolis,"33","0","33",0.01749371104884,276.87798533162106,-33.9148608689,150.7918374677
FAST_Aerotropolis,"34","0","34",0.01830209300133,276.87836662026547,-33.9147640581,150.7910349036
FAST_Aerotropolis,"35","0","35",0.01911047347685,276.87874790913014,-33.9146672422,150.7902323417
FAST_Aerotropolis,"36","0","36",0.01991885247531,276.87912919644782,-33.9145704211,150.7894297818
FAST_Aerotropolis,"37","0","37",0.02072722999643,276.87951048146886,-33.9144735949,150.7886272241
FAST_Aerotropolis,"38","0","38",0.02153560604013,276.87989176608141,-33.9143767635,150.7878246685
FAST_Aerotropolis,"39","0","39",0.02234398060621,246.29093933950719,-33.9142799269,150.7870221150
FAST_Aerotropolis,"40","0","40",0.02311666868329,265.59737506608167,-33.9149074000,150.7865712000
FAST_Aerotropolis,"41","0","41",0.02321105203752,315.49295377690146,-33.9148400892,150.7865050376
FAST_Aerotropolis,"42","0","42",0.02327792648154,315.49295370129494,-33.9147923967,150.7864581588
FAST_Aerotropolis,"43","0","43",0.02331515390517,315.49295370750235,-33.9147658474,150.7864320625
FAST_Aerotropolis,"44","0","44",0.02335229991245,315.49295369816116,-33.9147393562,150.7864060232
FAST_Aerotropolis,"45","0","45",0.02338136988493,315.49295371029405,-33.9147186246,150.7863856453
FAST_Aerotropolis,"46","0","46",0.02341114484528,314.92201389679616,-33.9146973901,150.7863647731
FAST_Aerotropolis,"47","0","47",0.02343681128436,315.54338931360684,-33.9146794479,150.7863464198
FAST_Aerotropolis,"48","0","48",0.02345912739977,316.18268433578044,-33.9146631973,150.7863311251
FAST_Aerotropolis,"49","0","49",0.02347064699050,316.58188041708996,-33.9146549627,150.7863230696
FAST_Aerotropolis,"50","0","50",0.02349835946322,315.76687401246807,-33.9146345198,150.7863043594
FAST_Aerotropolis,"51","0","51",0.02353623495266,314.74630251135699,-33.9146082095,150.7862771139
FAST_Aerotropolis,"52","0","52",0.02357071221013,315.49993461038957,-33.9145836215,150.7862529455
FAST_Aerotropolis,"53","0","53",0.02361192531334,315.49088639523154,-33.9145542228,150.7862240624
FAST_Aerotropolis,"54","0","54",0.02364372219171,315.48390549808153,-33.9145315534,150.7862017657
FAST_Aerotropolis,"55","0","55",0.02368292500816,315.49295370455627,-33.9145035954,150.7861742846
FAST_Aerotropolis,"56","0","56",0.02373311730725,306.67282673200839,-33.9144678000,150.7861391000
FAST_Aerotropolis,"57","0","57",0.02454981619632,287.36696300441383,-33.9140862382,150.7854170143
FAST_Aerotropolis,"58","0","58",0.02535818632863,276.88141689163280,-33.9139893862,150.7846144672
FAST_Aerotropolis,"59","0","59",0.02616655498266,276.88179817079276,-33.9138925289,150.7838119221
FAST_Aerotropolis,"60","0","60",0.02697492215827,276.88217944729575,-33.9137956665,150.7830093792
FAST_Aerotropolis,"61","0","61",0.02778328785531,276.88256072263329,-33.9136987990,150.7822068384
FAST_Aerotropolis,"62","0","62",0.02859165207359,276.90837069722039,-33.9136019262,150.7814042997
FAST_Aerotropolis,"63","0","63",0.02882436361401,276.88705186935579,-33.9135738320,150.7811732902
FAST_Aerotropolis,"64","0","64",0.02909947746460,276.86162317000111,-33.9135410661,150.7809001345
FAST_Aerotropolis,"65","0","65",0.02922641283867,276.88313263442757,-33.9135258536,150.7807741140
FAST_Aerotropolis,"66","0","66",0.02940001498220,276.88332327054178,-33.9135050483,150.7806017631
FAST_Aerotropolis,"67","0","67",0.02984590008752,276.88351390730088,-33.9134516085,150.7801590920
FAST_Aerotropolis,"68","0","68",0.03020837624254,276.88370454284870,-33.9134081653,150.7797992286
FAST_Aerotropolis,"69","0","69",0.03101673602361,278.30145056897453,-33.9133112771,150.7789966962
FAST_Aerotropolis,"70","0","70",0.03140814998834,276.97408461110780,-33.9132452000,150.7786109000
FAST_Aerotropolis,"71","0","71",0.03182602187832,275.55691049020288,-33.9132143837,150.7781941659
FAST_Aerotropolis,"72","0","72",0.03263437870043,276.88484835212068,-33.9131174852,150.7773916378
FAST_Aerotropolis,"73","0","73",0.03344273404291,276.88522961895342,-33.9130205815,150.7765891118
FAST_Aerotropolis,"74","0","74",0.03425108790548,276.88561088261429,-33.9129236726,150.7757865879
FAST_Aerotropolis,"75","0","75",0.03505944028801,276.88599214749115,-33.9128267586,150.7749840660
FAST_Aerotropolis,"76","0","76",0.03586779119032,276.88637341108421,-33.9127298394,150.7741815464
FAST_Aerotropolis,"77","0","77",0.03667614061229,276.88675467401458,-33.9126329150,150.7733790288
FAST_Aerotropolis,"78","0","78",0.03748448855371,276.88713593466161,-33.9125359855,150.7725765133
FAST_Aerotropolis,"79","0","79",0.03829283501447,276.88751719290497,-33.9124390508,150.7717740000
FAST_Aerotropolis,"80","0","80",0.03910117999438,276.88789845047768,-33.9123421110,150.7709714887
FAST_Aerotropolis,"81","0","81",0.03990952349325,276.88827970751800,-33.9122451660,150.7701689796
FAST_Aerotropolis,"82","0","82",0.04071786551097,276.88866096427586,-33.9121482158,150.7693664726
FAST_Aerotropolis,"83","0","83",0.04152620604734,276.88904221775169,-33.9120512605,150.7685639678
FAST_Aerotropolis,"84","0","84",0.04233454510224,276.88942347131643,-33.9119543000,150.7677614650
FAST_Aerotropolis,"85","0","85",0.04314288267545,276.88980472247033,-33.9118573343,150.7669589643
FAST_Aerotropolis,"86","0","86",0.04395121876686,276.89018597422211,-33.9117603635,150.7661564658
FAST_Aerotropolis,"87","0","87",0.04475955337630,276.89056722356355,-33.9116633875,150.7653539694
FAST_Aerotropolis,"88","0","88",0.04556788650359,276.89094846961569,-33.9115664064,150.7645514751
FAST_Aerotropolis,"89","0","89",0.04637621814855,276.89132971888716,-33.9114694201,150.7637489829
FAST_Aerotropolis,"90","0","90",0.04718454831106,276.89247344425945,-33.9113724286,150.7629464928
FAST_Aerotropolis,"91","0","91",0.05445945303477,276.89437963954731,-33.9104992732,150.7557241775
FAST_Aerotropolis,"92","0","92",0.05526776836367,276.89552334967965,-33.9104022301,150.7549217086
FAST_Aerotropolis,"93","0","93",0.05607608220835,276.89590458220579,-33.9103051818,150.7541192419
FAST_Aerotropolis,"94","0","94",0.05688439456860,240.38482502868300,-33.9102081284,150.7533167772
FAST_Aerotropolis,"95","0","95",0.05780150853087,240.85370368343746,-33.9110467749,150.7529456033
FAST_Aerotropolis,"96","0","96",0.05895938793230,277.83410782456082,-33.9108889549,150.7517985298
FAST_Aerotropolis,"97","0","97",0.05995570008939,277.83459469144367,-33.9107531478,150.7508115170
FAST_Aerotropolis,"98","0","98",0.06091311484417,277.83501996530549,-33.9106226352,150.7498630395
FAST_Aerotropolis,"99","0","99",0.06159024976918,277.83548141815385,-33.9105303251,150.7491922262
FAST_Aerotropolis,"100","0","100",0.06317206569263,277.83612986775813,-33.9103146703,150.7476251797
