shape_id,begin,end,stop_id,stop_name,stop_lat,stop_lon,distAlongR,parent_route
10th-ASTH-CSLA,1,427,20200814260,10thAv_AerotropolisSouth_b,-33.93448283,150.74096519999998,47.945026399999996,10th-ASTH-CSLA
10th-ASTH-CSLA,1,427,20200814198,Rossmore-SW-WE,-33.92576573,150.7691628,3804.089186,10th-ASTH-CSLA
10th-ASTH-CSLA,1,427,20200814202,Rossmore-SE-WE,-33.92903499,150.78489130000003,5446.9240740000005,10th-ASTH-CSLA
10th-ASTH-CSLA,1,427,20200814210,Austral-SW-WE,-33.93912283,150.7971876,7647.130829000001,10th-ASTH-CSLA
10th-ASTH-CSLA,1,427,20200814214,Austral-SE-WE,-33.93304835,150.8118293,10067.40745,10th-ASTH-CSLA
10th-ASTH-CSLA,1,427,20200814262,10thAv_WestHoxton_b,-33.93422593,150.8353623,12843.47618,10th-ASTH-CSLA
10th-ASTH-CSLA,1,427,20200814264,10thAv_CarnesHill_b,-33.93596396,150.84553530000002,14018.127209999999,10th-ASTH-CSLA
10th-ASTH-CSLA,1,427,20200814276,10thAv_PrestonsIndustrial_b,-33.94098811,150.8582142,15398.4143,10th-ASTH-CSLA
10th-ASTH-CSLA,1,427,20200814266,10thAv_Prestons_b,-33.94224109,150.8676134,16278.431209999999,10th-ASTH-CSLA
10th-ASTH-CSLA,1,427,20200814274,10thAv_NexusIndustryPark_b,-33.94418223,150.8818029,17614.71851,10th-ASTH-CSLA
10th-ASTH-CSLA,1,427,20200814268,10thAv_Lurnea_b,-33.94551763,150.891427,18541.63566,10th-ASTH-CSLA
10th-ASTH-CSLA,1,427,20200814272,10thAv_CasulaMall_b,-33.94691283,150.9003706,19391.08761,10th-ASTH-CSLA
10th-ASTH-CSLA,1,427,20200814269,10thAv_CasulaStation_a,-33.9500156,150.91139219999997,21041.31814,10th-ASTH-CSLA
10th-CSLA-ASTH,1,452,20200814270,10thAv_CasulaStation_b,-33.95004272,150.9114066,15.59479526,10th-CSLA-ASTH
10th-CSLA-ASTH,1,452,20200814271,10thAv_CasulaMall_a,-33.94694684,150.9003094,1698.143954,10th-CSLA-ASTH
