shape_id,begin,end,stop_id,stop_name,stop_lat,stop_lon,distAlongR,parent_route
10th-ASTH-CSLA,1,427,20200814260,10thAv_AerotropolisSouth_b,-33.9344828308,150.7409651684,47.945026401199996,10th-ASTH-CSLA
10th-ASTH-CSLA,1,427,20200814198,Rossmore-SW-WE,-33.925765732100004,150.7691628403,3804.0891868237,10th-ASTH-CSLA
10th-ASTH-CSLA,1,427,20200814202,Rossmore-SE-WE,-33.9290349884,150.78489125229999,5446.9240746554,10th-ASTH-CSLA
10th-ASTH-CSLA,1,427,20200814210,Austral-SW-WE,-33.9391228264,150.7971875523,7647.1308293814,10th-ASTH-CSLA
10th-ASTH-CSLA,1,427,20200814214,Austral-SE-WE,-33.9330483468,150.8118292817,10067.4074543423,10th-ASTH-CSLA
10th-ASTH-CSLA,1,427,20200814262,10thAv_WestHoxton_b,-33.9342259287,150.83536232169996,12843.4761846651,10th-ASTH-CSLA
10th-ASTH-CSLA,1,427,20200814264,10thAv_CarnesHill_b,-33.9359639627,150.8455352592,14018.1272118318,10th-ASTH-CSLA
10th-ASTH-CSLA,1,427,20200814276,10thAv_PrestonsIndustrial_b,-33.9409881116,150.8582141752,15398.4143016728,10th-ASTH-CSLA
10th-ASTH-CSLA,1,427,20200814266,10thAv_Prestons_b,-33.9422410921,150.8676134086,16278.431212148602,10th-ASTH-CSLA
10th-ASTH-CSLA,1,427,20200814274,10thAv_NexusIndustryPark_b,-33.9441822285,150.881802886,17614.7185101066,10th-ASTH-CSLA
10th-ASTH-CSLA,1,427,20200814268,10thAv_Lurnea_b,-33.9455176307,150.89142699639999,18541.6356677631,10th-ASTH-CSLA
10th-ASTH-CSLA,1,427,20200814272,10thAv_CasulaMall_b,-33.946912830500004,150.9003706425,19391.0876192387,10th-ASTH-CSLA
10th-ASTH-CSLA,1,427,20200814269,10thAv_CasulaStation_a,-33.950015598200004,150.9113921744,21041.3181409833,10th-ASTH-CSLA
10th-CSLA-ASTH,1,452,20200814270,10thAv_CasulaStation_b,-33.9500427156,150.9114065805,15.594795266199998,10th-CSLA-ASTH
10th-CSLA-ASTH,1,452,20200814271,10thAv_CasulaMall_a,-33.9469468448,150.9003094168,1698.1439542439002,10th-CSLA-ASTH
10th-CSLA-ASTH,1,452,20200814267,10thAv_Lurnea_a,-33.9455312436,150.8912687464,2559.6916389713,10th-CSLA-ASTH
10th-CSLA-ASTH,1,452,20200814273,10thAv_NexusIndustryPark_a,-33.9442255875,150.8817342343,3475.8877079403997,10th-CSLA-ASTH
10th-CSLA-ASTH,1,452,20200814265,10thAv_Prestons_a,-33.9421996047,150.8670714794,4864.2578647734,10th-CSLA-ASTH
10th-CSLA-ASTH,1,452,20200814275,10thAv_PrestonsIndustrial_a,-33.9410118447,150.8581734898,5697.419064298,10th-CSLA-ASTH
10th-CSLA-ASTH,1,452,20200814263,10thAv_CarnesHill_a,-33.9360313244,150.845044866,7115.375982459001,10th-CSLA-ASTH
10th-CSLA-ASTH,1,452,20200814261,10thAv_WestHoxton_a,-33.9342480631,150.8353444034,8304.7604245079,10th-CSLA-ASTH
10th-CSLA-ASTH,1,452,20200814213,Austral-SE-EW,-33.933077706999995,150.8118719874,10851.9844768676,10th-CSLA-ASTH
10th-CSLA-ASTH,1,452,20200814209,Austral-SW-EW,-33.9391658289,150.79723976969998,13271.164781128999,10th-CSLA-ASTH
10th-CSLA-ASTH,1,452,20200814201,Rossmore-SE-EW,-33.9290885648,150.7849626874,15469.6523004723,10th-CSLA-ASTH
10th-CSLA-ASTH,1,452,20200814197,Rossmore-SW-EW,-33.9258029635,150.76909665120002,17125.1685492841,10th-CSLA-ASTH
10th-CSLA-ASTH,1,452,20200814259,10thAv_AerotropolisSouth_a,-33.9345914675,150.74087463770002,20882.1432102119,10th-CSLA-ASTH
