stop_id,stop_code,stop_name,stop_lat,stop_lon,location_t,parent_sta,wheelchair,platform_c,mode,route
"228055",228055.000000000000000,Pacific Hwy After Murray St,-33.003609608310192,151.685565693411007,,,"0",,Bus,
"228054",228054.000000000000000,Pacific Hwy Opp Ntaba Rd,-33.006194751440894,151.684612196187999,,,"0",,Bus,
"287146",287146.000000000000000,Flint St At Oxford St,-33.392372899162105,148.014977179488000,,,"0",,Bus,
"228056",228056.000000000000000,Pacific Hwy At South St,-32.999846918044604,151.685494632801010,,,"0",,Bus,
"228051",228051.000000000000000,Pacific Hwy At Violet Town Rd,-33.010926550936802,151.673754378023006,,,"0",,Bus,
"287141",287141.000000000000000,Bathurst St After Church St,-33.399097536140900,148.012119836692989,,,"0",,Bus,
"228053",228053.000000000000000,120 Pacific Hwy,-33.008475953107499,151.681440155910025,,,"0",,Bus,
"228052",228052.000000000000000,Pacific Hwy Opp Dalrymple St,-33.010467511022306,151.679022414354989,,,"0",,Bus,
"228059",228059.000000000000000,Railway Cres After Kalaroo Rd,-33.020066507205804,151.685347349088005,,,"0",,Bus,
"287147",287147.000000000000000,Flint St At Bridge St,-33.390461615881001,148.014879701570010,,,"0",,Bus,
"287140",287140.000000000000000,"Apex Riverside Tourist Park, Reymond St",-33.402214341096091,148.018102502360989,,,"0",,Bus,
"252568",252568.000000000000000,Gibsons Rd Opp Figtree Private Hospital,-34.440830598347397,150.850678066718018,,,"0",,Bus,
"287145",287145.000000000000000,Oxford St After Wambat St,-33.392753038290294,148.008175550112981,,,"0",,Bus,
"287142",287142.000000000000000,William St At Bathurst St,-33.398867355122803,148.009375202644009,,,"0",,Bus,
"252569",252569.000000000000000,Gibsons Rd Before Amaroo Av,-34.441608790992902,150.848288392723987,,,"0",,Bus,
"287143",287143.000000000000000,Regent St At William St,-33.395036547133898,148.009083608965000,,,"0",,Bus,
"214074",214074.000000000000000,"Homebush Station, Platform 4",-33.866789815475492,151.086383264863997,,PST1216,"2","4",Train,T2-A-L-C
"214075",214075.000000000000000,"Homebush Station, Platform 5",-33.866856727977904,151.086267643979994,,PST1216,"2","5",Train,
"214076",214076.000000000000000,"Homebush Station, Platform 6",-33.866893786884106,151.086237008678012,,PST1216,"2","6",Train,
"214077",214077.000000000000000,"Homebush Station, Platform 7",-33.867061489675699,151.086342224215002,,PST1216,"2","7",Train,T2-C-L-A
"214073",214073.000000000000000,"Homebush Station, Platform 3",-33.866744118588009,151.086402686517971,,PST1216,"2","3",Train,
"2325193",2325193.000000000000000,Maitland Rd After Doyle St,-32.830603020288599,151.359273683072018,,,"0",,Bus,
"2325192",2325192.000000000000000,Mount View Rd After O'Shea Cct,-32.828921532917299,151.328339993696005,,,"0",,Bus,
"2320347",2320347.000000000000000,Brigantine St Opp Nicolena Cres,-32.722132073542596,151.523548604866022,,,"0",,Bus,
"2325190",2325190.000000000000000,"Cessnock Correctional Centre, Lindsay Av",-32.817491638916302,151.341218428128002,,,"0",,Bus,
"2320341",2320341.000000000000000,McDonalds Rd At Pokolbin Mountains Rd,-32.807213930782204,151.280277307471010,,,"0",,Bus,
"2320340",2320340.000000000000000,James St At Patterson Rd,-32.699833070506600,151.588437750834998,,,"0",,Bus,
"2325195",2325195.000000000000000,Maitland Rd Opp David St,-32.828360356175203,151.366217663941995,,,"0",,Bus,
"2325194",2325194.000000000000000,Maitland Rd At George St,-32.828644082787498,151.363254262471997,,,"0",,Bus,
"287148",287148.000000000000000,"South Circle Park, Camp St",-33.388431579646301,148.011652157889984,,,"0",,Bus,
"2325199",2325199.000000000000000,Chablis Dr At Mount View Rd,-32.829214720405894,151.327159017843002,,,"0",,Bus,
"2325198",2325198.000000000000000,Kurri Rd Before Tunnel Rd,-32.828594468585401,151.384743846584996,,,"0",,Bus,
"2320349",2320349.000000000000000,Regiment Rd Opp Dumont Cl,-32.723568001914302,151.517716839647989,,,"0",,Bus,
"2320348",2320348.000000000000000,Brigantine St Opp Nicolena Cres,-32.724723237014906,151.523892868882029,,,"0",,Bus,
"252560",252560.000000000000000,"St Columba Uniting Church, Bellevue Rd",-34.427798615285894,150.854461919187003,,,"0",,Bus,
"252561",252561.000000000000000,Uralba St Opp Zelang Av,-34.426135212899389,150.856060101627008,,,"0",,Bus,
"252562",252562.000000000000000,Uralba St At Walang Av,-34.427089013416598,150.858670332968046,,,"0",,Bus,
"2567113",2567113.000000000000000,Glenfield Dr Opp Field Pl,-34.045455708884695,150.773981856625994,,,"0",,Bus,
"2567112",2567112.000000000000000,The Northern Rd After Fairwater Dr,-34.032795402368201,150.730308135788988,,,"0",,Bus,
"2567111",2567111.000000000000000,Fairwater Dr Opp Murdoch Reserve,-34.031010309876990,150.730630386084982,,,"0",,Bus,
"2567110",2567110.000000000000000,Fairwater Dr Opp Harrington Park Community Centre,-34.029315803612498,150.735383490570996,,,"0",,Bus,
"2567117",2567117.000000000000000,Main St Opp Annanvale Cct,-34.049500845133302,150.757564880231001,,,"0",,Bus,
"2567116",2567116.000000000000000,"Mount Annan District Centre, Main St",-34.049947330679501,150.760052983108011,,,"0",,Bus,
"2567114",2567114.000000000000000,Glendfield Dr Opp Elizabeth Throsby Reserve,-34.047961865399991,150.774536909977996,,,"0",,Bus,
"252564",252564.000000000000000,Walang Av Before Kilbirnie Pl,-34.424364606228899,150.856772489736045,,,"0",,Bus,
"2567119",2567119.000000000000000,Holdsworth Dr At Plantree Dr,-34.046586728300099,150.752077375076993,,,"0",,Bus,
"2567118",2567118.000000000000000,Holdsworth Dr Before Morshead Rd,-34.047479595624196,150.754411855785037,,,"0",,Bus,
"257214",257214.000000000000000,Thirlmere Way Before Turner St,-34.203887564939599,150.572560640580008,,,"0",,Bus,
"2233148",2233148.000000000000000,Kingswood Rd Opp Alamein St,-34.048222318102795,151.021431091968992,,,"0",,Bus,
"2233149",2233149.000000000000000,Kingswood Rd At Arundel St,-34.049930945130392,151.020158773048990,,,"0",,Bus,
"252566",252566.000000000000000,Koloona Av At St Marks Cres,-34.420879630609598,150.855274764734986,,,"0",,Bus,
"2233140",2233140.000000000000000,Kingswood Rd At Brigalow Pl,-34.043822392679395,151.032501811439005,,,"0",,Bus,
