stop_id,stop_code,stop_name,stop_lat,stop_lon,location_t,parent_sta,wheelchair,platform_c,mode,route,shape_id,distAlongR
"214074",214074.000000000000000,"Homebush Station, Platform 4",-33.866789815475485,151.086383264863997,,PST1216,2.000000000000000,"4",Train,['T2-A-L-C'],T2-WSAR-CTYC,47466.7269977767
"214077",214077.000000000000000,"Homebush Station, Platform 7",-33.867061489675692,151.086342224215002,,PST1216,2.000000000000000,"7",Train,['T2-C-L-A'],T2-CTYC-WSAR,18740.0255612297
"2193111",2193111.000000000465661,"Canterbury Station, Platform 1",-33.911973853454604,151.118607054655001,,PST1395,2.000000000000000,"1",Metro,"['M-1-L-T', 'M-2-B-E']",M-1-LVPL-TLWG,18988.5209534014
"2193111",2193111.000000000465661,"Canterbury Station, Platform 1",-33.911973853454604,151.118607054655001,,PST1395,2.000000000000000,"1",Metro,"['M-1-L-T', 'M-2-B-E']",M-2-BKTN-EPNG,8717.6587178481
"2193112",2193112.000000000000000,"Canterbury Station, Platform 2",-33.911903372491487,151.118290259530994,,PST1395,2.000000000000000,"2",Metro,"['M-1-T-L', 'M-2-E-B']",M-1-TLWG-LVPL,57381.3302685523
"2193112",2193112.000000000000000,"Canterbury Station, Platform 2",-33.911903372491487,151.118290259530994,,PST1395,2.000000000000000,"2",Metro,"['M-1-T-L', 'M-2-E-B']",M-2-EPNG-BKTN,35356.8848280417
"2160261",2160260.999999999534339,"Merrylands Station, Platform 1",-33.836546878389605,150.992598993232008,,PST1282,2.000000000000000,"1",Train,['T2-A-L-C'],T2-WSAR-CTYC,36706.1888271992
"2160262",2160262.000000000000000,"Merrylands Station, Platform 2",-33.836607760696204,150.992666616427982,,PST1282,2.000000000000000,"2",Train,['T2-C-L-A'],T2-CTYC-WSAR,29514.4803969649
"204833",204833.000000000000000,"Stanmore Station, Platform 3",-33.894639801225487,151.164048045561970,,PST1213,2.000000000000000,"3",Train,['T2-C-L-A'],T2-CTYC-WSAR,10662.5858867784
"204832",204832.000000000000000,"Stanmore Station, Platform 2",-33.894531493720905,151.164053576770982,,PST1213,2.000000000000000,"2",Train,['T2-A-L-C'],T2-WSAR-CTYC,55553.3037177590
"2000391",2000391.000000000232831,"Town Hall Station, Platform 1",-33.873646892806697,151.206935214657960,,PST1101,2.000000000000000,"1",Train,['T2-C-L-A'],T2-CTYC-WSAR,4778.5072623925
"2113341",2113340.999999999534339,"Macquarie Park Station, Platform 1",-33.785006539692091,151.128413816668001,,PST1427,2.000000000000000,"1",Metro,"['M-1-T-L', 'M-2-E-B']",M-1-TLWG-LVPL,27311.9930108070
"2113341",2113340.999999999534339,"Macquarie Park Station, Platform 1",-33.785006539692091,151.128413816668001,,PST1427,2.000000000000000,"1",Metro,"['M-1-T-L', 'M-2-E-B']",M-2-EPNG-BKTN,5285.5089782833
"2113342",2113342.000000000000000,"Macquarie Park Station, Platform 2",-33.785127095225000,151.128311704310022,,PST1427,2.000000000000000,"2",Metro,"['M-1-L-T', 'M-2-B-E']",M-1-LVPL-TLWG,48964.2280751990
"2113342",2113342.000000000000000,"Macquarie Park Station, Platform 2",-33.785127095225000,151.128311704310022,,PST1427,2.000000000000000,"2",Metro,"['M-1-L-T', 'M-2-B-E']",M-2-BKTN-EPNG,38693.1526133013
"217428",217428.000000000000000,"Edmondson Park Station, Platform 2",-33.969386105719202,150.858815230449011,,PST1447,2.000000000000000,"2",Train,['T2-C-L-A'],T2-CTYC-WSAR,51400.1414770100
"217427",217427.000000000000000,"Edmondson Park Station, Platform 1",-33.969304441356890,150.858833167289021,,PST1447,2.000000000000000,"1",Train,['T2-A-L-C'],T2-WSAR-CTYC,14832.0104193157
"2141313",2141312.999999999534339,"Lidcombe Station, Platform 3",-33.863743864985601,151.044945621070013,,PST1218,2.000000000000000,"3",Train,['T2-A-L-C'],T2-WSAR-CTYC,43553.0307985889
"2155270",2155270.000000000000000,"Tallawong Station, Platform 3",-33.691718865777830,150.905905533102583,,PST4008,2.000000000000000,,Metro,['M-1-L-T'],M-1-LVPL-TLWG,76269.4785479337
"213284",213284.000000000000000,"Croydon Station, Platform 4",-33.883204675084102,151.115363618630994,,PST1208,1.000000000000000,"4",Train,['T2-A-L-C'],T2-WSAR-CTYC,50774.8595947760
"213285",213285.000000000000000,"Croydon Station, Platform 5",-33.883304711012485,151.115336020189972,,PST1208,1.000000000000000,"5",Train,['T2-C-L-A'],T2-CTYC-WSAR,15437.3790591073
"2166271",2166271.000000000465661,"Cabramatta Station, Platform 1",-33.895087483281891,150.938730257016005,,PST1287,2.000000000000000,"1",Train,['T2-A-L-C'],T2-WSAR-CTYC,28165.5809484584
